img_id,anno_polygons,anno_texts,anno_labels,anno_num,anno_image_quality,anno_line_item_ids
mcocr_public_145013acjke.jpg,"[{'category_id': 19, 'segmentation': [[232.01, 436.96, 447.53, 436.96, 447.53, 461.1, 232.01, 461.1]], 'area': 5202.65, 'bbox': [232.01, 436.96, 215.52, 24.14], 'width': 768, 'height': 1024}, {'category_id': 20, 'segmentation': [[479.7, 464.32, 505.43, 464.32, 505.43, 480.41, 479.7, 480.41]], 'area': 414, 'bbox': [479.7, 464.32, 25.73, 16.09], 'width': 768, 'height': 1024}, {'category_id': 21, 'segmentation': [[531.17, 465.93, 597.11, 465.93, 597.11, 485.24, 531.17, 485.24]], 'area': 1273.3, 'bbox': [531.17, 465.93, 65.94, 19.31], 'width': 768, 'height': 1024}, {'category_id': 19, 'segmentation': [[239.9, 482.24, 513.58, 482.24, 513.58, 506.83, 239.9, 506.83]], 'area': 6729.79, 'bbox': [239.9, 482.24, 273.68, 24.59], 'width': 768, 'height': 1024}, {'category_id': 20, 'segmentation': [[482.3, 510.18, 504.65, 510.18, 504.65, 526.95, 482.3, 526.95]], 'area': 374.81, 'bbox': [482.3, 510.18, 22.35, 16.77], 'width': 768, 'height': 1024}, {'category_id': 21, 'segmentation': [[526.99, 503.48, 596.25, 503.48, 596.25, 532.54, 526.99, 532.54]], 'area': 2012.7, 'bbox': [526.99, 503.48, 69.26, 29.06], 'width': 768, 'height': 1024}, {'category_id': 22, 'segmentation': [[529.56, 546.4, 597.11, 546.4, 597.11, 572.15, 529.56, 572.15]], 'area': 1739.41, 'bbox': [529.56, 546.4, 67.55, 25.75], 'width': 768, 'height': 1024}]",Măng Lay Tây Bắc KIM BÔI|||1|||35.000|||SG FOOD Nước dùng cô đặc vị Lẩu Thái|||1|||17.700|||52.700,ITEM_NAME|||QUANTITY|||UNIT_PRICE|||ITEM_NAME|||QUANTITY|||UNIT_PRICE|||LINE_TOTAL,7,,"[1,1,1,2,2,2,2]"
mcocr_public_145013adyee.jpg,[],,,0,,[]
mcocr_public_145013aeriv.jpg,[],,,0,,[]
mcocr_public_145013alybg.jpg,[],,,0,,[]
mcocr_public_145013amzul.jpg,[],,,0,,[]
mcocr_public_145013anmiz.jpg,[],,,0,,[]
mcocr_public_145013apigo.jpg,[],,,0,,[]
mcocr_public_145013aqosh.jpg,[],,,0,,[]
mcocr_public_145013aukcu.jpg,[],,,0,,[]
mcocr_public_145013bajyy.jpg,[],,,0,,[]
mcocr_public_145013bkcgv.jpg,[],,,0,,[]
mcocr_public_145013bldqx.jpg,[],,,0,,[]
mcocr_public_145013blmgu.jpg,[],,,0,,[]
mcocr_public_145013bomoz.jpg,[],,,0,,[]
mcocr_public_145013bybgv.jpg,[],,,0,,[]
mcocr_public_145013byufi.jpg,[],,,0,,[]
mcocr_public_145013cezfv.jpg,[],,,0,,[]
mcocr_public_145013cgpey.jpg,[],,,0,,[]
mcocr_public_145013chgcz.jpg,[],,,0,,[]
mcocr_public_145013ckejs.jpg,[],,,0,,[]
mcocr_public_145013clltn.jpg,[],,,0,,[]
mcocr_public_145013cmeru.jpg,[],,,0,,[]
mcocr_public_145013cnknh.jpg,[],,,0,,[]
mcocr_public_145013crgek.jpg,[],,,0,,[]
mcocr_public_145013crsoa.jpg,[],,,0,,[]
mcocr_public_145013cuwqi.jpg,[],,,0,,[]
mcocr_public_145013cuztb.jpg,[],,,0,,[]
mcocr_public_145013cxcei.jpg,[],,,0,,[]
mcocr_public_145013cxgot.jpg,[],,,0,,[]
mcocr_public_145013cxtop.jpg,[],,,0,,[]
mcocr_public_145013dfzcb.jpg,[],,,0,,[]
mcocr_public_145013dhnii.jpg,[],,,0,,[]
mcocr_public_145013djwis.jpg,[],,,0,,[]
mcocr_public_145013dkfnl.jpg,[],,,0,,[]
mcocr_public_145013dkgbh.jpg,[],,,0,,[]
mcocr_public_145013doybn.jpg,[],,,0,,[]
mcocr_public_145013drlui.jpg,[],,,0,,[]
mcocr_public_145013dtobm.jpg,[],,,0,,[]
mcocr_public_145013dxavh.jpg,[],,,0,,[]
mcocr_public_145013dxngu.jpg,[],,,0,,[]
mcocr_public_145013dxysa.jpg,[],,,0,,[]
mcocr_public_145013ebiff.jpg,[],,,0,,[]
mcocr_public_145013ecfzg.jpg,[],,,0,,[]
mcocr_public_145013eekwk.jpg,[],,,0,,[]
mcocr_public_145013egffi.jpg,[],,,0,,[]
mcocr_public_145013eicdg.jpg,[],,,0,,[]
mcocr_public_145013eituj.jpg,[],,,0,,[]
mcocr_public_145013eknsk.jpg,[],,,0,,[]
mcocr_public_145013esetg.jpg,[],,,0,,[]
mcocr_public_145013eyjmn.jpg,[],,,0,,[]
mcocr_public_145013ezyfw.jpg,[],,,0,,[]
mcocr_public_145013fctzg.jpg,[],,,0,,[]
mcocr_public_145013fkkfr.jpg,[],,,0,,[]
mcocr_public_145013fpcxy.jpg,[],,,0,,[]
mcocr_public_145013fskld.jpg,[],,,0,,[]
mcocr_public_145013fybvq.jpg,[],,,0,,[]
mcocr_public_145013geohx.jpg,[],,,0,,[]
mcocr_public_145013geoih.jpg,[],,,0,,[]
mcocr_public_145013gguch.jpg,[],,,0,,[]
mcocr_public_145013goyhg.jpg,[],,,0,,[]
mcocr_public_145013guoun.jpg,[],,,0,,[]
mcocr_public_145013haeps.jpg,[],,,0,,[]
mcocr_public_145013hewxu.jpg,[],,,0,,[]
mcocr_public_145013hrtto.jpg,[],,,0,,[]
mcocr_public_145013hvjbj.jpg,[],,,0,,[]
mcocr_public_145013ibbrd.jpg,[],,,0,,[]
mcocr_public_145013iblsz.jpg,[],,,0,,[]
mcocr_public_145013idboz.jpg,[],,,0,,[]
mcocr_public_145013idjei.jpg,[],,,0,,[]
mcocr_public_145013iijxa.jpg,[],,,0,,[]
mcocr_public_145013imbop.jpg,[],,,0,,[]
mcocr_public_145013imsqw.jpg,[],,,0,,[]
mcocr_public_145013inxnt.jpg,[],,,0,,[]
mcocr_public_145013itmvi.jpg,[],,,0,,[]
mcocr_public_145013itpoe.jpg,[],,,0,,[]
mcocr_public_145013iurdz.jpg,[],,,0,,[]
mcocr_public_145013jcwbe.jpg,[],,,0,,[]
mcocr_public_145013jhxzq.jpg,[],,,0,,[]
mcocr_public_145013jtjmc.jpg,[],,,0,,[]
mcocr_public_145013jwjnj.jpg,[],,,0,,[]
mcocr_public_145013jyzhp.jpg,[],,,0,,[]
mcocr_public_145013jzyzz.jpg,[],,,0,,[]
mcocr_public_145013kacze.jpg,[],,,0,,[]
mcocr_public_145013kaedt.jpg,[],,,0,,[]
mcocr_public_145013kbhkb.jpg,[],,,0,,[]
mcocr_public_145013kcxya.jpg,[],,,0,,[]
